pokemon,move,move_kind,type,stab_bonus,damage,energy,damage_per_energy,effect,archetype,notes
Dwebble (Shadow),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Eelektrik,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Eelektrik,Discharge,charged,electric,1.2,65,45,1.44,,General,
Eelektrik,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Eelektross,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Eelektross,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Eelektross,Dragon Claw,charged,dragon,1.0,50,35,1.43,,Spam/Bait,
Eelektross,Liquidation,charged,water,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Eelektross,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Eevee,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,elite
Eevee,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Eevee,Last Resort,charged,normal,1.2,90,55,1.64,,High Energy,elite
Eevee,Swift,charged,normal,1.2,55,35,1.57,,Spam/Bait,
Eiscue,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Eiscue,Surf,charged,water,1.0,75,45,1.67,,General,
Eiscue,Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Eiscue (Ice),Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Eiscue (Ice),Surf,charged,water,1.0,75,45,1.67,,General,
Eiscue (Ice),Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Eiscue (Noice),Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Eiscue (Noice),Surf,charged,water,1.0,75,45,1.67,,General,
Eiscue (Noice),Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Ekans,Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,elite
Ekans,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Ekans,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Ekans,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Ekans,Wrap,charged,normal,1.0,60,45,1.33,,General,
Ekans (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Ekans (Shadow),Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,elite
Ekans (Shadow),Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Ekans (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Ekans (Shadow),Wrap,charged,normal,1.0,60,45,1.33,,General,
Eldegoss,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Eldegoss,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Electabuzz,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Electabuzz,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Electabuzz,Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Electabuzz,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Electabuzz (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Electabuzz (Shadow),Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Electabuzz (Shadow),Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Electabuzz (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Electivire,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,elite
Electivire,Ice Punch,charged,ice,1.0,60,40,1.5,,Spam/Bait,
Electivire,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Electivire,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Electivire,Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Electivire,Wild Charge,charged,electric,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Electivire (Shadow),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,elite
Electivire (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Electivire (Shadow),Ice Punch,charged,ice,1.0,60,40,1.5,,Spam/Bait,
Electivire (Shadow),Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Electivire (Shadow),Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Electivire (Shadow),Wild Charge,charged,electric,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Electrike,Discharge,charged,electric,1.2,65,45,1.44,,General,
Electrike,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Electrike,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Electrike,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Electrike (Shadow),Discharge,charged,electric,1.2,65,45,1.44,,General,
Electrike (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Electrike (Shadow),Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Electrike (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Electrode,Discharge,charged,electric,1.2,65,45,1.44,,General,
Electrode,Foul Play,charged,dark,1.0,70,45,1.56,,General,
Electrode,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Electrode,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Electrode,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Electrode (Hisuian),Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Electrode (Hisuian),Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Electrode (Hisuian),Wild Charge,charged,electric,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Electrode (Shadow),Discharge,charged,electric,1.2,65,45,1.44,,General,
Electrode (Shadow),Foul Play,charged,dark,1.0,70,45,1.56,,General,
Electrode (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Electrode (Shadow),Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Electrode (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Elekid,Brick Break,charged,fighting,1.0,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Elekid,Discharge,charged,electric,1.2,65,45,1.44,,General,
Elekid,Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Elekid,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,elite
Elgyem,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Elgyem,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Elgyem,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Emboar,Blast Burn,charged,fire,1.2,110,50,2.2,,General,elite
Emboar,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Emboar,Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Emboar,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Emboar,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Emboar,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Emboar (Shadow),Blast Burn,charged,fire,1.2,110,50,2.2,,General,elite
Emboar (Shadow),Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Emboar (Shadow),Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Emboar (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Emboar (Shadow),Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Emboar (Shadow),Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Emolga,Acrobatics,charged,flying,1.2,110,60,1.83,,General,
Emolga,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Emolga,Discharge,charged,electric,1.2,65,45,1.44,,General,
Emolga,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Empoleon,Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Empoleon,Drill Peck,charged,flying,1.0,65,40,1.62,,Spam/Bait,
Empoleon,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Empoleon,Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Empoleon,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Empoleon,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Empoleon (Shadow),Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Empoleon (Shadow),Drill Peck,charged,flying,1.0,65,40,1.62,,Spam/Bait,
Empoleon (Shadow),Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Empoleon (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Empoleon (Shadow),Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Empoleon (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Enamorus (Incarnate),Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Enamorus (Incarnate),Fly,charged,flying,1.2,80,45,1.78,,General,
Enamorus (Incarnate),Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Enamorus (Therian),Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Enamorus (Therian),Fly,charged,flying,1.2,80,45,1.78,,General,
Enamorus (Therian),Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Entei,Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,
Entei,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Entei,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Entei,Iron Head,charged,steel,1.0,70,50,1.4,,General,
Entei,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Entei,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Entei,Scorching Sands,charged,ground,1.0,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Entei (Shadow),Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,
Entei (Shadow),Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Entei (Shadow),Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Entei (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Entei (Shadow),Iron Head,charged,steel,1.0,70,50,1.4,,General,
Entei (Shadow),Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Entei (Shadow),Scorching Sands,charged,ground,1.0,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Escavalier,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Escavalier,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Escavalier,Drill Run,charged,ground,1.0,80,45,1.78,,General,
Escavalier,Megahorn,charged,bug,1.2,110,55,2.0,,Nuke,
Escavalier,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Escavalier (Shadow),Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Escavalier (Shadow),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Escavalier (Shadow),Drill Run,charged,ground,1.0,80,45,1.78,,General,
Escavalier (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Escavalier (Shadow),Megahorn,charged,bug,1.2,110,55,2.0,,Nuke,
Espathra,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Espathra,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Espathra,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Espeon,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Espeon,Last Resort,charged,normal,1.0,90,55,1.64,,High Energy,elite
Espeon,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Espeon,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Espeon,Psychic Fangs,charged,psychic,1.2,40,35,1.14,100% chance -1 Def opponent,Debuff Spam/Bait,
Espeon,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,elite
Espurr,Energy Ball,charged,grass,1.0,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Espurr,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Espurr,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Eternatus,Cross Poison,charged,poison,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Eternatus,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Eternatus,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Eternatus (Eternamax),Cross Poison,charged,poison,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Eternatus (Eternamax),Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Eternatus (Eternamax),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Eternatus (Eternamax),Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Excadrill,Drill Run,charged,ground,1.2,80,45,1.78,,General,
Excadrill,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Excadrill,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Excadrill,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Excadrill,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Excadrill,Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Excadrill (Shadow),Drill Run,charged,ground,1.2,80,45,1.78,,General,
Excadrill (Shadow),Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Excadrill (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Excadrill (Shadow),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Excadrill (Shadow),Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Excadrill (Shadow),Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Exeggcute,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Exeggcute,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Exeggcute,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Exeggcute,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggcute (Shadow),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Exeggcute (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Exeggcute (Shadow),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Exeggcute (Shadow),Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggutor,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Exeggutor,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Exeggutor,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggutor,Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Exeggutor (Alolan),Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,elite
Exeggutor (Alolan),Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Exeggutor (Alolan),Return,charged,normal,1.0,130,70,1.86,,Nuke,
Exeggutor (Alolan),Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggutor (Alolan),Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Exeggutor (Alolan) (Shadow),Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,elite
Exeggutor (Alolan) (Shadow),Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Exeggutor (Alolan) (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Exeggutor (Alolan) (Shadow),Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggutor (Alolan) (Shadow),Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Exeggutor (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Exeggutor (Shadow),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Exeggutor (Shadow),Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Exeggutor (Shadow),Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Exploud,Boomburst,charged,normal,1.2,150,70,2.14,,Nuke,
Exploud,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Exploud,Disarming Voice,charged,fairy,1.0,70,45,1.56,,General,
Exploud,Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Exploud,Return,charged,normal,1.2,130,70,1.86,,Nuke,
Exploud (Shadow),Boomburst,charged,normal,1.2,150,70,2.14,,Nuke,
Exploud (Shadow),Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Exploud (Shadow),Disarming Voice,charged,fairy,1.0,70,45,1.56,,General,
Exploud (Shadow),Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Exploud (Shadow),Frustration,charged,normal,1.2,10,70,0.14,,High Energy,
Falinks,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Falinks,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Falinks,Superpower,charged,fighting,1.2,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,
Farfetch'd,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Farfetch'd,Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Farfetch'd,Leaf Blade,charged,grass,1.0,70,35,2.0,,Spam/Bait,
Farfetch'd (Galarian),Brave Bird,charged,flying,1.0,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Farfetch'd (Galarian),Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Farfetch'd (Galarian),Leaf Blade,charged,grass,1.0,70,35,2.0,,Spam/Bait,
Farigiraf,Mirror Coat,charged,psychic,1.2,60,55,1.09,,High Energy,
Farigiraf,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Farigiraf,Psychic Fangs,charged,psychic,1.2,40,35,1.14,100% chance -1 Def opponent,Debuff Spam/Bait,
Farigiraf,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Fearow,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Fearow,Drill Run,charged,ground,1.0,80,45,1.78,,General,
Fearow,Fly,charged,flying,1.2,80,45,1.78,,General,
Fearow,Sky Attack,charged,flying,1.2,85,55,1.55,,High Energy,
Fearow,Twister,charged,dragon,1.0,45,45,1.0,,General,elite
Feebas,Mirror Coat,charged,psychic,1.0,60,55,1.09,,High Energy,
Fennekin,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Fennekin,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Fennekin,Psyshock,charged,psychic,1.0,70,45,1.56,,General,
Feraligatr,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Feraligatr,Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Feraligatr,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Feraligatr,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Feraligatr,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Feraligatr (Shadow),Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Feraligatr (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Feraligatr (Shadow),Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Feraligatr (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Feraligatr (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Ferroseed,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Ferroseed,Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Ferroseed,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Ferroseed,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Ferroseed (Shadow),Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Ferroseed (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Ferroseed (Shadow),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Ferroseed (Shadow),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Ferrothorn,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Ferrothorn,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Ferrothorn,Mirror Shot,charged,steel,1.2,35,35,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Ferrothorn,Power Whip,charged,grass,1.2,90,50,1.8,,General,
Ferrothorn,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Ferrothorn,Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Ferrothorn (Shadow),Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Ferrothorn (Shadow),Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Ferrothorn (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Ferrothorn (Shadow),Mirror Shot,charged,steel,1.2,35,35,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Ferrothorn (Shadow),Power Whip,charged,grass,1.2,90,50,1.8,,General,
Ferrothorn (Shadow),Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Fidough,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Fidough,Play Rough,charged,fairy,1.2,90,60,1.5,,High Energy,
Fidough,Psychic Fangs,charged,psychic,1.0,40,35,1.14,100% chance -1 Def opponent,Debuff Spam/Bait,
Finizen,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Finizen,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Finizen,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Finneon,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Finneon,Silver Wind,charged,bug,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Finneon,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Flaaffy,Discharge,charged,electric,1.2,65,45,1.44,,General,
Flaaffy,Power Gem,charged,rock,1.0,85,50,1.7,,General,
Flaaffy,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Flaaffy,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Flaaffy,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Flaaffy (Shadow),Discharge,charged,electric,1.2,65,45,1.44,,General,
Flaaffy (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Flaaffy (Shadow),Power Gem,charged,rock,1.0,85,50,1.7,,General,
Flaaffy (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Flaaffy (Shadow),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Flabebe,Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Flabebe,Petal Blizzard,charged,grass,1.0,110,65,1.69,,Nuke,
Flabebe,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Flamigo,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Flamigo,Brave Bird,charged,flying,1.2,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Flamigo,Close Combat,charged,fighting,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Flapple,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Flapple,Fly,charged,flying,1.0,80,45,1.78,,General,
Flapple,Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Flapple,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Flareon,Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,
Flareon,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Flareon,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,elite
Flareon,Last Resort,charged,normal,1.0,90,55,1.64,,High Energy,elite
Flareon,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Flareon,Superpower,charged,fighting,1.0,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,elite
Fletchinder,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Fletchinder,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Fletchinder,Fly,charged,flying,1.2,80,45,1.78,,General,
Fletchinder,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Fletchling,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Fletchling,Fly,charged,flying,1.2,80,45,1.78,,General,
Fletchling,Heat Wave,charged,fire,1.0,95,75,1.27,,High Energy,
Fletchling,Swift,charged,normal,1.2,55,35,1.57,,Spam/Bait,
Flittle,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Flittle,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Flittle,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Floatzel,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Floatzel,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Floatzel,Liquidation,charged,water,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Floatzel,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Floette,Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Floette,Petal Blizzard,charged,grass,1.0,110,65,1.69,,Nuke,
Floette,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Floragato,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Floragato,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Floragato,Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Florges,Disarming Voice,charged,fairy,1.2,70,45,1.56,,General,
