pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Dartrix,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Dartrix,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Darumaka,Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Darumaka,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Darumaka,Fire Punch,charged,fire,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Darumaka,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Darumaka,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Darumaka (Galarian),Ice Fang,fast,ice,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Darumaka (Galarian),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Darumaka (Galarian),Ice Beam,charged,ice,1.2,90,0,1,,,55.0,1.64,,High Energy,
Darumaka (Galarian),Ice Punch,charged,ice,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Darumaka (Shadow),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Darumaka (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Darumaka (Shadow),Fire Punch,charged,fire,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Darumaka (Shadow),Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Darumaka (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Decidueye,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Decidueye,Leafage,fast,grass,1.2,6,7,2,3.0,3.5,,,,General,
Decidueye,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,,,,General,
Decidueye,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Decidueye,Brave Bird,charged,flying,1.0,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Decidueye,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Decidueye,Frenzy Plant,charged,grass,1.2,100,0,1,,,45.0,2.22,,General,elite
Decidueye,Shadow Sneak,charged,ghost,1.2,50,0,1,,,45.0,1.11,,General,
Decidueye,Spirit Shackle,charged,ghost,1.2,50,0,1,,,40.0,1.25,33.0% chance -1 Def opponent,Debuff Spam/Bait,
Decidueye (Hisuian),Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,,,,General,
Decidueye (Hisuian),Psycho Cut,fast,psychic,1.0,3,9,2,1.5,4.5,,,,Fast Charge,
Decidueye (Hisuian),Aerial Ace,charged,flying,1.0,55,0,1,,,40.0,1.38,,General,
Decidueye (Hisuian),Aura Sphere,charged,fighting,1.2,100,0,1,,,55.0,1.82,,Nuke,
Decidueye (Hisuian),Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Decidueye (Hisuian),Night Shade,charged,ghost,1.0,80,0,1,,,45.0,1.78,,General,
Decidueye (Hisuian),Trailblaze,charged,grass,1.2,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Dedenne,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Dedenne,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Dedenne,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Dedenne,Parabolic Charge,charged,electric,1.2,70,0,1,,,50.0,1.4,66.0% chance +1 Def self,Boost,
Dedenne,Play Rough,charged,fairy,1.2,90,0,1,,,60.0,1.5,,High Energy,
Deerling,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Deerling,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,,,,Low Quality,
Deerling,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Deerling,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Deerling,Trailblaze,charged,grass,1.2,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Deerling,Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Deino,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Deino,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Deino,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Deino,Crunch,charged,dark,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Deino,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Delcatty,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Delcatty,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,,,,General,
Delcatty,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,
Delcatty,Disarming Voice,charged,fairy,1.0,70,0,1,,,45.0,1.56,,General,
Delcatty,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Delcatty,Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Delibird,Present,fast,normal,1.0,3,12,3,1.0,4.0,,,,Fast Charge,
Delibird,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,legacy
Delibird,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Delibird,Fly,charged,flying,1.2,80,0,1,,,45.0,1.78,,General,
Delibird,Ice Punch,charged,ice,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Delibird,Icy Wind,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Delibird,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Delibird,Triple Axel,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance +1 Atk self,Boost,
Delibird (Shadow),Present,fast,normal,1.0,3,12,3,1.0,4.0,,,,Fast Charge,
Delibird (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Delibird (Shadow),Fly,charged,flying,1.2,80,0,1,,,45.0,1.78,,General,
Delibird (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Delibird (Shadow),Ice Punch,charged,ice,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Delibird (Shadow),Icy Wind,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Delibird (Shadow),Triple Axel,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance +1 Atk self,Boost,
Delphox,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,,,,General,
Delphox,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Delphox,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Delphox,Blast Burn,charged,fire,1.2,110,0,1,,,50.0,2.2,,General,elite
Delphox,Fire Blast,charged,fire,1.2,140,0,1,,,80.0,1.75,,Nuke,
Delphox,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Delphox,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Delphox,Mystical Fire,charged,fire,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Delphox,Psychic,charged,psychic,1.2,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Deoxys,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,,,,Fast Charge,
Deoxys,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Deoxys,Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Deoxys,Psycho Boost,charged,psychic,1.2,70,0,1,,,35.0,2.0,100% chance -2 Atk self,Self-Debuff Spam,
Deoxys,Thunderbolt,charged,electric,1.0,90,0,1,,,55.0,1.64,,High Energy,
Deoxys (Attack),Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,,,,General,
Deoxys (Attack),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Deoxys (Attack),Dark Pulse,charged,dark,1.0,80,0,1,,,50.0,1.6,,General,
Deoxys (Attack),Psycho Boost,charged,psychic,1.2,70,0,1,,,35.0,2.0,100% chance -2 Atk self,Self-Debuff Spam,
Deoxys (Attack),Zap Cannon,charged,electric,1.0,150,0,1,,,80.0,1.88,33.0% chance -1 Atk opponent,Debuff Nuke,
Deoxys (Defense),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Deoxys (Defense),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Deoxys (Defense),Psycho Boost,charged,psychic,1.2,70,0,1,,,35.0,2.0,100% chance -2 Atk self,Self-Debuff Spam,
Deoxys (Defense),Rock Slide,charged,rock,1.0,65,0,1,,,45.0,1.44,,General,
Deoxys (Defense),Thunderbolt,charged,electric,1.0,90,0,1,,,55.0,1.64,,High Energy,
Deoxys (Speed),Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,,,,Fast Charge,
Deoxys (Speed),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Deoxys (Speed),Psycho Boost,charged,psychic,1.2,70,0,1,,,35.0,2.0,100% chance -2 Atk self,Self-Debuff Spam,
Deoxys (Speed),Swift,charged,normal,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Deoxys (Speed),Thunderbolt,charged,electric,1.0,90,0,1,,,55.0,1.64,,High Energy,
Dewgong,Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,,,,Heavy Damage,
Dewgong,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,,,,General,elite
Dewgong,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Dewgong,Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,elite
Dewgong,Aurora Beam,charged,ice,1.2,80,0,1,,,60.0,1.33,,High Energy,
Dewgong,Blizzard,charged,ice,1.2,140,0,1,,,75.0,1.87,,Nuke,
Dewgong,Drill Run,charged,ground,1.0,80,0,1,,,45.0,1.78,,General,
Dewgong,Icy Wind,charged,ice,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,elite
Dewgong,Liquidation,charged,water,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Dewgong,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Dewott,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,,,,Fast Charge,
Dewott,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Dewott,Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Dewott,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Dewott,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Dewott,X-Scissor,charged,bug,1.0,65,0,1,,,40.0,1.62,,Spam/Bait,
Dewott (Shadow),Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,,,,Fast Charge,
Dewott (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Dewott (Shadow),Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Dewott (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Dewott (Shadow),Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Dewott (Shadow),X-Scissor,charged,bug,1.0,65,0,1,,,40.0,1.62,,Spam/Bait,
Dewpider,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,,,,General,
Dewpider,Infestation,fast,bug,1.2,6,12,3,2.0,4.0,,,,Fast Charge,
Dewpider,Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Dewpider,Mirror Coat,charged,psychic,1.0,60,0,1,,,55.0,1.09,,High Energy,
Dewpider,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Dhelmise,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Dhelmise,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,,,,Multipurpose,
Dhelmise,Heavy Slam,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Dhelmise,Power Whip,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Dhelmise,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Dialga,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Dialga,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Dialga,Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Dialga,Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Dialga,Thunder,charged,electric,1.0,100,0,1,,,60.0,1.67,,High Energy,
Dialga (Origin),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Dialga (Origin),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Dialga (Origin),Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Dialga (Origin),Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Dialga (Origin),Roar of Time,charged,dragon,1.2,150,0,1,,,65.0,2.31,,Nuke,legacy
Dialga (Origin),Thunder,charged,electric,1.0,100,0,1,,,60.0,1.67,,High Energy,
Diancie,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Diancie,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Diancie,Moonblast,charged,fairy,1.2,110,0,1,,,60.0,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Diancie,Power Gem,charged,rock,1.2,85,0,1,,,50.0,1.7,,General,
Diancie,Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,
Diancie (Mega),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Diancie (Mega),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Diancie (Mega),Moonblast,charged,fairy,1.2,110,0,1,,,60.0,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Diancie (Mega),Power Gem,charged,rock,1.2,85,0,1,,,50.0,1.7,,General,
Diancie (Mega),Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,
Diggersby,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Diggersby,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Diggersby,Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diggersby,Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Diggersby,Fire Punch,charged,fire,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Diggersby,Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Diggersby,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Diggersby,Scorching Sands,charged,ground,1.2,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Diggersby (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Diggersby (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Diggersby (Shadow),Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diggersby (Shadow),Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Diggersby (Shadow),Fire Punch,charged,fire,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Diggersby (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Diggersby (Shadow),Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Diggersby (Shadow),Scorching Sands,charged,ground,1.2,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Diglett,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Diglett,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Diglett,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Diglett,Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diglett,Mud Bomb,charged,ground,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Diglett,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Diglett,Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Diglett (Alolan),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Diglett (Alolan),Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Diglett (Alolan),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Diglett (Alolan),Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diglett (Alolan),Mud Bomb,charged,ground,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Diglett (Alolan),Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Diglett (Alolan),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Diglett (Alolan) (Shadow),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Diglett (Alolan) (Shadow),Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Diglett (Alolan) (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Diglett (Alolan) (Shadow),Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diglett (Alolan) (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Diglett (Alolan) (Shadow),Mud Bomb,charged,ground,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Diglett (Alolan) (Shadow),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Diglett (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Diglett (Shadow),Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Diglett (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Diglett (Shadow),Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Diglett (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Diglett (Shadow),Mud Bomb,charged,ground,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Diglett (Shadow),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Ditto,Transform,fast,normal,1.2,0,0,3,0.0,0.0,,,,,
Ditto,Struggle,charged,normal,1.2,35,0,1,,,100.0,0.35,,High Energy,
Dodrio,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,,,,General,
Dodrio,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Dodrio,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Dodrio,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,elite
Dodrio,Brave Bird,charged,flying,1.2,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Dodrio,Drill Peck,charged,flying,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Doduo,Peck,fast,flying,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Doduo,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Doduo,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Doduo,Brave Bird,charged,flying,1.2,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Doduo,Drill Peck,charged,flying,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Doduo,Swift,charged,normal,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,elite
Dolliv,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,,,,General,
Dolliv,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Dolliv,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Dolliv,Earth Power,charged,ground,1.0,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Dolliv,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Dolliv,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Dolliv,Trailblaze,charged,grass,1.2,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Dondozo,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Dondozo,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,,,,Heavy Damage,
Dondozo,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Dondozo,Liquidation,charged,water,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Dondozo,Outrage,charged,dragon,1.0,110,0,1,,,60.0,1.83,,Nuke,
Dondozo,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Donphan,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Donphan,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Donphan,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Donphan,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Donphan,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Donphan,Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Donphan,Heavy Slam,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Donphan,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Donphan,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Donphan,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Donphan (Shadow),Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Donphan (Shadow),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Donphan (Shadow),Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Donphan (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Donphan (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Donphan (Shadow),Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Donphan (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Donphan (Shadow),Heavy Slam,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Donphan (Shadow),Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Donphan (Shadow),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Dottler,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,,,,Multipurpose,
Dottler,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Dottler,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Dottler,Psychic,charged,psychic,1.2,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Doublade,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,,,,Fast Charge,
Doublade,Psycho Cut,fast,psychic,1.0,3,9,2,1.5,4.5,,,,Fast Charge,
Doublade,Gyro Ball,charged,steel,1.2,80,0,1,,,60.0,1.33,,High Energy,
Doublade,Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Dracovish,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Dracovish,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Dracovish,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Dracovish,Brine,charged,water,1.2,60,0,1,,,50.0,1.2,,General,
Dracovish,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Dracozolt,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Dracozolt,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Dracozolt,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Dracozolt,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Dracozolt,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Dragalge,Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Dragalge,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Dragalge,Water Gun,fast,water,1.0,3,3,1,3.0,3.0,,,,General,
Dragalge,Aqua Tail,charged,water,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Dragalge,Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Dragalge,Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Dragalge,Hydro Pump,charged,water,1.0,130,0,1,,,75.0,1.73,,Nuke,
Dragalge,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Dragapult,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Dragapult,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Dragapult,Breaking Swipe,charged,dragon,1.2,50,0,1,,,35.0,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Dragapult,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Dragapult,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Dragapult,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Dragonair,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Dragonair,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Dragonair,Aqua Tail,charged,water,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Dragonair,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
