pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Haunter,Lick,fast,ghost,1.2,3,3,1,3.0,3.0,General,elite
Haunter,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Haunter (Shadow),Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Haunter (Shadow),Lick,fast,ghost,1.2,3,3,1,3.0,3.0,General,elite
Haunter (Shadow),Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Hawlucha,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Hawlucha,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Haxorus,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Haxorus,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Heatmor,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Heatmor,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Heatran,Bug Bite,fast,bug,1.0,3,3,1,3.0,3.0,General,
Heatran,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Heatran (Shadow),Bug Bite,fast,bug,1.0,3,3,1,3.0,3.0,General,
Heatran (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Heliolisk,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Heliolisk,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Heliolisk,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,
Helioptile,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Helioptile,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Heracross,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Heracross,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Heracross (Mega),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Heracross (Mega),Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Herdier,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Herdier,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Herdier,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Hippopotas,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Hippopotas,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Hippopotas,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Hippopotas (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Hippopotas (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Hippopotas (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Hippowdon,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Hippowdon,Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Hippowdon,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Hippowdon,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Hippowdon,Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Hippowdon (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Hippowdon (Shadow),Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Hippowdon (Shadow),Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Hippowdon (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Hippowdon (Shadow),Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Hitmonchan,Bullet Punch,fast,steel,1.0,6,7,2,3.0,3.5,General,
Hitmonchan,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Hitmonchan,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,elite
Hitmonchan (Shadow),Bullet Punch,fast,steel,1.0,6,7,2,3.0,3.5,General,
Hitmonchan (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Hitmonchan (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,elite
Hitmonlee,Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,Multipurpose,
Hitmonlee,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Hitmonlee,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Hitmonlee (Shadow),Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,Multipurpose,
Hitmonlee (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Hitmonlee (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Hitmontop,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Hitmontop,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Hitmontop (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Hitmontop (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Ho-Oh,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Ho-Oh,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Fire),fast,fire,1.2,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Ho-Oh,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Ho-Oh (Shadow),Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Ho-Oh (Shadow),Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Fire),fast,fire,1.2,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Ho-Oh (Shadow),Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Ho-Oh (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Honchkrow,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Honchkrow,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Honchkrow (Shadow),Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Honchkrow (Shadow),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Honedge,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,Fast Charge,
Honedge,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Hoopa,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Hoopa,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Hoopa (Confined),Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Hoopa (Confined),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Hoopa (Unbound),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Hoopa (Unbound),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Hoothoot,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Hoothoot,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Hoppip,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Hoppip,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Hoppip (Shadow),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Hoppip (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Horsea,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Horsea,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Horsea (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Horsea (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Houndoom,Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Houndoom,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Houndoom (Mega),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Houndoom (Mega),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Houndoom (Shadow),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Houndoom (Shadow),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Houndour,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Houndour,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Houndour (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Houndour (Shadow),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Houndstone,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Houndstone,Lick,fast,ghost,1.2,3,3,1,3.0,3.0,General,
Huntail,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Huntail,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Hydreigon,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Hydreigon,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Hypno,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Hypno,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Hypno (Shadow),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Hypno (Shadow),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Igglybuff,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Igglybuff,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Illumise,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Illumise,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Impidimp,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Impidimp,Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Incineroar,Double Kick,fast,fighting,1.0,8,12,3,2.67,4.0,Multipurpose,
Incineroar,Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Incineroar,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Indeedee,Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Indeedee (Female),Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Indeedee (Male),Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Infernape,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Infernape,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Infernape (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Infernape (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Inkay,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Inkay,Psywave,fast,psychic,1.2,3,4,1,3.0,4.0,Fast Charge,
Inkay,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Inteleon,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Inteleon,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Ironbundle,Splash,fast,water,1.2,0,12,4,0.0,3.0,Low Quality,
Ironhands,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Ironjugulis,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Ironmoth,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Ironthorns,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Irontreads,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Ironvaliant,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Ivysaur,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Ivysaur,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Ivysaur (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Ivysaur (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Jangmo-o,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Jangmo-o,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Jellicent,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Jellicent,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Jigglypuff,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Jigglypuff,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Jirachi,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Jirachi,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Jolteon,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Jolteon,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,
Joltik,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Joltik,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Joltik (Shadow),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Joltik (Shadow),Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Jumpluff,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Jumpluff,Fairy Wind,fast,fairy,1.0,4,9,2,2.0,4.5,Fast Charge,
Jumpluff,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Jumpluff (Shadow),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Jumpluff (Shadow),Fairy Wind,fast,fairy,1.0,4,9,2,2.0,4.5,Fast Charge,
Jumpluff (Shadow),Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Jynx,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Jynx,Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,Heavy Damage,
Jynx,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,elite
Kabuto,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Kabuto,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Kabutops,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,Fast Charge,elite
Kabutops,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Kabutops,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Kabutops,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kadabra,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Kadabra,Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Kadabra (Shadow),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Kadabra (Shadow),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Kakuna,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Kakuna,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Kakuna (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Kakuna (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Kangaskhan,Low Kick,fast,fighting,1.0,4,5,2,2.0,2.5,Low Quality,
Kangaskhan,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Kangaskhan (Mega),Low Kick,fast,fighting,1.0,4,5,2,2.0,2.5,Low Quality,
Kangaskhan (Mega),Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Karrablast,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Karrablast,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Karrablast (Shadow),Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Karrablast (Shadow),Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Kartana,Air Slash,fast,flying,1.0,9,9,3,3.0,3.0,General,
Kartana,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Kecleon,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Kecleon,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Keldeo (Ordinary),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Keldeo (Ordinary),Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Keldeo (Resolute),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Keldeo (Resolute),Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Kilowattrel,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Kilowattrel,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Kingambit,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Kingambit,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Kingdra,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Kingdra,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,elite
Kingdra,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kingdra (Shadow),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Kingdra (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,elite
Kingdra (Shadow),Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kingler,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Kingler,Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Kingler,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,elite
Kirlia,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Kirlia,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Kirlia,Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Kirlia (Shadow),Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Kirlia (Shadow),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Kirlia (Shadow),Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Klang,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Klang,Metal Sound,fast,steel,1.2,3,8,2,1.5,4.0,Fast Charge,
Klang,Thunder Shock,fast,electric,1.0,4,9,2,2.0,4.5,Fast Charge,
Klawf,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Klawf,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Kleavor,Air Slash,fast,flying,1.0,9,9,3,3.0,3.0,General,
Kleavor,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Klefki,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Klefki,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Klink,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Klink,Metal Sound,fast,steel,1.2,3,8,2,1.5,4.0,Fast Charge,
Klink,Volt Switch,fast,electric,1.0,12,16,4,3.0,4.0,Multipurpose,
Klinklang,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Klinklang,Metal Sound,fast,steel,1.2,3,8,2,1.5,4.0,Fast Charge,
Klinklang,Thunder Shock,fast,electric,1.0,4,9,2,2.0,4.5,Fast Charge,
Koffing,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,legacy
Koffing,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Koffing,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Koffing (Shadow),Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Koffing (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Komala,Rollout,fast,rock,1.0,8,13,3,2.67,4.33,Fast Charge,
Komala,Yawn,fast,normal,1.2,0,12,4,0.0,3.0,Low Quality,
Kommo-o,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Kommo-o,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Koraidon,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Koraidon,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Koraidon_apex,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Koraidon_apex,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Krabby,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Krabby,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Kricketot,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Kricketot,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Kricketune,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Kricketune,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Krokorok,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Krokorok,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Krookodile,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Krookodile,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Kubfu,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Kubfu,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Kyogre,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kyogre (Primal),Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kyogre (Shadow),Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Kyurem,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Kyurem,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Kyurem (Black),Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Kyurem (Black),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Kyurem (White),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Kyurem (White),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Lairon,Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Lairon,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Lairon (Shadow),Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Lairon (Shadow),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Lampent,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Lampent,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Lampent (Shadow),Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Lampent (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Landorus (Incarnate),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Landorus (Incarnate),Rock Throw,fast,rock,1.0,8,5,2,4.0,2.5,Heavy Damage,
Landorus (Therian),Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Landorus (Therian),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
