pokemon,attacking_type,multiplier
Marowak (Alolan),psychic,1.0
Marowak (Alolan),ice,0.625
Marowak (Alolan),dragon,1.0
Marowak (Alolan),dark,1.6
Marowak (Alolan),fairy,0.625
Marowak (Alolan) (Shadow),normal,0.391
Marowak (Alolan) (Shadow),fighting,0.391
Marowak (Alolan) (Shadow),flying,1.0
Marowak (Alolan) (Shadow),poison,0.625
Marowak (Alolan) (Shadow),ground,1.6
Marowak (Alolan) (Shadow),rock,1.6
Marowak (Alolan) (Shadow),bug,0.391
Marowak (Alolan) (Shadow),ghost,1.6
Marowak (Alolan) (Shadow),steel,0.625
Marowak (Alolan) (Shadow),fire,0.625
Marowak (Alolan) (Shadow),water,1.6
Marowak (Alolan) (Shadow),grass,0.625
Marowak (Alolan) (Shadow),electric,1.0
Marowak (Alolan) (Shadow),psychic,1.0
Marowak (Alolan) (Shadow),ice,0.625
Marowak (Alolan) (Shadow),dragon,1.0
Marowak (Alolan) (Shadow),dark,1.6
Marowak (Alolan) (Shadow),fairy,0.625
Marowak (Shadow),normal,1.0
Marowak (Shadow),fighting,1.0
Marowak (Shadow),flying,1.0
Marowak (Shadow),poison,0.625
Marowak (Shadow),ground,1.0
Marowak (Shadow),rock,0.625
Marowak (Shadow),bug,1.0
Marowak (Shadow),ghost,1.0
Marowak (Shadow),steel,1.0
Marowak (Shadow),fire,1.0
Marowak (Shadow),water,1.6
Marowak (Shadow),grass,1.6
Marowak (Shadow),electric,0.391
Marowak (Shadow),psychic,1.0
Marowak (Shadow),ice,1.6
Marowak (Shadow),dragon,1.0
Marowak (Shadow),dark,1.0
Marowak (Shadow),fairy,1.0
Hitmonlee,normal,1.0
Hitmonlee,fighting,1.0
Hitmonlee,flying,1.6
Hitmonlee,poison,1.0
Hitmonlee,ground,1.0
Hitmonlee,rock,0.625
Hitmonlee,bug,0.625
Hitmonlee,ghost,1.0
Hitmonlee,steel,1.0
Hitmonlee,fire,1.0
Hitmonlee,water,1.0
Hitmonlee,grass,1.0
Hitmonlee,electric,1.0
Hitmonlee,psychic,1.6
Hitmonlee,ice,1.0
Hitmonlee,dragon,1.0
Hitmonlee,dark,0.625
Hitmonlee,fairy,1.6
Hitmonlee (Shadow),normal,1.0
Hitmonlee (Shadow),fighting,1.0
Hitmonlee (Shadow),flying,1.6
Hitmonlee (Shadow),poison,1.0
Hitmonlee (Shadow),ground,1.0
Hitmonlee (Shadow),rock,0.625
Hitmonlee (Shadow),bug,0.625
Hitmonlee (Shadow),ghost,1.0
Hitmonlee (Shadow),steel,1.0
Hitmonlee (Shadow),fire,1.0
Hitmonlee (Shadow),water,1.0
Hitmonlee (Shadow),grass,1.0
Hitmonlee (Shadow),electric,1.0
Hitmonlee (Shadow),psychic,1.6
Hitmonlee (Shadow),ice,1.0
Hitmonlee (Shadow),dragon,1.0
Hitmonlee (Shadow),dark,0.625
Hitmonlee (Shadow),fairy,1.6
Hitmonchan,normal,1.0
Hitmonchan,fighting,1.0
Hitmonchan,flying,1.6
Hitmonchan,poison,1.0
Hitmonchan,ground,1.0
Hitmonchan,rock,0.625
Hitmonchan,bug,0.625
Hitmonchan,ghost,1.0
Hitmonchan,steel,1.0
Hitmonchan,fire,1.0
Hitmonchan,water,1.0
Hitmonchan,grass,1.0
Hitmonchan,electric,1.0
Hitmonchan,psychic,1.6
Hitmonchan,ice,1.0
Hitmonchan,dragon,1.0
Hitmonchan,dark,0.625
Hitmonchan,fairy,1.6
Hitmonchan (Shadow),normal,1.0
Hitmonchan (Shadow),fighting,1.0
Hitmonchan (Shadow),flying,1.6
Hitmonchan (Shadow),poison,1.0
Hitmonchan (Shadow),ground,1.0
Hitmonchan (Shadow),rock,0.625
Hitmonchan (Shadow),bug,0.625
Hitmonchan (Shadow),ghost,1.0
Hitmonchan (Shadow),steel,1.0
Hitmonchan (Shadow),fire,1.0
Hitmonchan (Shadow),water,1.0
Hitmonchan (Shadow),grass,1.0
Hitmonchan (Shadow),electric,1.0
Hitmonchan (Shadow),psychic,1.6
Hitmonchan (Shadow),ice,1.0
Hitmonchan (Shadow),dragon,1.0
Hitmonchan (Shadow),dark,0.625
Hitmonchan (Shadow),fairy,1.6
Lickitung,normal,1.0
Lickitung,fighting,1.6
Lickitung,flying,1.0
Lickitung,poison,1.0
Lickitung,ground,1.0
Lickitung,rock,1.0
Lickitung,bug,1.0
Lickitung,ghost,0.391
Lickitung,steel,1.0
Lickitung,fire,1.0
Lickitung,water,1.0
Lickitung,grass,1.0
Lickitung,electric,1.0
Lickitung,psychic,1.0
Lickitung,ice,1.0
Lickitung,dragon,1.0
Lickitung,dark,1.0
Lickitung,fairy,1.0
Koffing,normal,1.0
Koffing,fighting,0.625
Koffing,flying,1.0
Koffing,poison,0.625
Koffing,ground,1.6
Koffing,rock,1.0
Koffing,bug,0.625
Koffing,ghost,1.0
Koffing,steel,1.0
Koffing,fire,1.0
Koffing,water,1.0
Koffing,grass,0.625
Koffing,electric,1.0
Koffing,psychic,1.6
Koffing,ice,1.0
Koffing,dragon,1.0
Koffing,dark,1.0
Koffing,fairy,0.625
Koffing (Shadow),normal,1.0
Koffing (Shadow),fighting,0.625
Koffing (Shadow),flying,1.0
Koffing (Shadow),poison,0.625
Koffing (Shadow),ground,1.6
Koffing (Shadow),rock,1.0
Koffing (Shadow),bug,0.625
Koffing (Shadow),ghost,1.0
Koffing (Shadow),steel,1.0
Koffing (Shadow),fire,1.0
Koffing (Shadow),water,1.0
Koffing (Shadow),grass,0.625
Koffing (Shadow),electric,1.0
Koffing (Shadow),psychic,1.6
Koffing (Shadow),ice,1.0
Koffing (Shadow),dragon,1.0
Koffing (Shadow),dark,1.0
Koffing (Shadow),fairy,0.625
Weezing,normal,1.0
Weezing,fighting,0.625
Weezing,flying,1.0
Weezing,poison,0.625
Weezing,ground,1.6
Weezing,rock,1.0
Weezing,bug,0.625
Weezing,ghost,1.0
Weezing,steel,1.0
Weezing,fire,1.0
Weezing,water,1.0
Weezing,grass,0.625
Weezing,electric,1.0
Weezing,psychic,1.6
Weezing,ice,1.0
Weezing,dragon,1.0
Weezing,dark,1.0
Weezing,fairy,0.625
Weezing (Galarian),normal,1.0
Weezing (Galarian),fighting,0.391
Weezing (Galarian),flying,1.0
Weezing (Galarian),poison,1.0
Weezing (Galarian),ground,1.6
Weezing (Galarian),rock,1.0
Weezing (Galarian),bug,0.391
Weezing (Galarian),ghost,1.0
Weezing (Galarian),steel,1.6
Weezing (Galarian),fire,1.0
Weezing (Galarian),water,1.0
Weezing (Galarian),grass,0.625
Weezing (Galarian),electric,1.0
Weezing (Galarian),psychic,1.6
Weezing (Galarian),ice,1.0
Weezing (Galarian),dragon,0.391
Weezing (Galarian),dark,0.625
Weezing (Galarian),fairy,0.625
Weezing (Galarian) (Shadow),normal,1.0
Weezing (Galarian) (Shadow),fighting,0.391
Weezing (Galarian) (Shadow),flying,1.0
Weezing (Galarian) (Shadow),poison,1.0
Weezing (Galarian) (Shadow),ground,1.6
Weezing (Galarian) (Shadow),rock,1.0
Weezing (Galarian) (Shadow),bug,0.391
Weezing (Galarian) (Shadow),ghost,1.0
Weezing (Galarian) (Shadow),steel,1.6
Weezing (Galarian) (Shadow),fire,1.0
Weezing (Galarian) (Shadow),water,1.0
Weezing (Galarian) (Shadow),grass,0.625
Weezing (Galarian) (Shadow),electric,1.0
Weezing (Galarian) (Shadow),psychic,1.6
Weezing (Galarian) (Shadow),ice,1.0
Weezing (Galarian) (Shadow),dragon,0.391
Weezing (Galarian) (Shadow),dark,0.625
Weezing (Galarian) (Shadow),fairy,0.625
Weezing (Shadow),normal,1.0
Weezing (Shadow),fighting,0.625
Weezing (Shadow),flying,1.0
Weezing (Shadow),poison,0.625
Weezing (Shadow),ground,1.6
Weezing (Shadow),rock,1.0
Weezing (Shadow),bug,0.625
Weezing (Shadow),ghost,1.0
Weezing (Shadow),steel,1.0
Weezing (Shadow),fire,1.0
Weezing (Shadow),water,1.0
Weezing (Shadow),grass,0.625
Weezing (Shadow),electric,1.0
Weezing (Shadow),psychic,1.6
Weezing (Shadow),ice,1.0
Weezing (Shadow),dragon,1.0
Weezing (Shadow),dark,1.0
Weezing (Shadow),fairy,0.625
Rhyhorn,normal,0.625
Rhyhorn,fighting,1.6
Rhyhorn,flying,0.625
Rhyhorn,poison,0.391
Rhyhorn,ground,1.6
Rhyhorn,rock,0.625
Rhyhorn,bug,1.0
Rhyhorn,ghost,1.0
Rhyhorn,steel,1.6
Rhyhorn,fire,0.625
Rhyhorn,water,2.56
Rhyhorn,grass,2.56
Rhyhorn,electric,0.391
Rhyhorn,psychic,1.0
Rhyhorn,ice,1.6
Rhyhorn,dragon,1.0
Rhyhorn,dark,1.0
Rhyhorn,fairy,1.0
Rhyhorn (Shadow),normal,0.625
Rhyhorn (Shadow),fighting,1.6
Rhyhorn (Shadow),flying,0.625
Rhyhorn (Shadow),poison,0.391
Rhyhorn (Shadow),ground,1.6
Rhyhorn (Shadow),rock,0.625
Rhyhorn (Shadow),bug,1.0
Rhyhorn (Shadow),ghost,1.0
Rhyhorn (Shadow),steel,1.6
Rhyhorn (Shadow),fire,0.625
Rhyhorn (Shadow),water,2.56
Rhyhorn (Shadow),grass,2.56
Rhyhorn (Shadow),electric,0.391
Rhyhorn (Shadow),psychic,1.0
Rhyhorn (Shadow),ice,1.6
Rhyhorn (Shadow),dragon,1.0
Rhyhorn (Shadow),dark,1.0
Rhyhorn (Shadow),fairy,1.0
Rhydon,normal,0.625
Rhydon,fighting,1.6
Rhydon,flying,0.625
Rhydon,poison,0.391
Rhydon,ground,1.6
Rhydon,rock,0.625
Rhydon,bug,1.0
Rhydon,ghost,1.0
Rhydon,steel,1.6
Rhydon,fire,0.625
Rhydon,water,2.56
Rhydon,grass,2.56
Rhydon,electric,0.391
Rhydon,psychic,1.0
Rhydon,ice,1.6
Rhydon,dragon,1.0
Rhydon,dark,1.0
Rhydon,fairy,1.0
Rhydon (Shadow),normal,0.625
Rhydon (Shadow),fighting,1.6
Rhydon (Shadow),flying,0.625
Rhydon (Shadow),poison,0.391
Rhydon (Shadow),ground,1.6
Rhydon (Shadow),rock,0.625
Rhydon (Shadow),bug,1.0
Rhydon (Shadow),ghost,1.0
Rhydon (Shadow),steel,1.6
Rhydon (Shadow),fire,0.625
Rhydon (Shadow),water,2.56
Rhydon (Shadow),grass,2.56
Rhydon (Shadow),electric,0.391
Rhydon (Shadow),psychic,1.0
Rhydon (Shadow),ice,1.6
Rhydon (Shadow),dragon,1.0
Rhydon (Shadow),dark,1.0
Rhydon (Shadow),fairy,1.0
Chansey,normal,1.0
Chansey,fighting,1.6
Chansey,flying,1.0
Chansey,poison,1.0
Chansey,ground,1.0
Chansey,rock,1.0
Chansey,bug,1.0
Chansey,ghost,0.391
Chansey,steel,1.0
Chansey,fire,1.0
Chansey,water,1.0
Chansey,grass,1.0
Chansey,electric,1.0
Chansey,psychic,1.0
Chansey,ice,1.0
Chansey,dragon,1.0
Chansey,dark,1.0
Chansey,fairy,1.0
Tangela,normal,1.0
Tangela,fighting,1.0
Tangela,flying,1.6
Tangela,poison,1.6
Tangela,ground,0.625
Tangela,rock,1.0
Tangela,bug,1.6
Tangela,ghost,1.0
Tangela,steel,1.0
Tangela,fire,1.6
Tangela,water,0.625
Tangela,grass,0.625
Tangela,electric,0.625
Tangela,psychic,1.0
Tangela,ice,1.6
Tangela,dragon,1.0
Tangela,dark,1.0
Tangela,fairy,1.0
Tangela (Shadow),normal,1.0
Tangela (Shadow),fighting,1.0
Tangela (Shadow),flying,1.6
Tangela (Shadow),poison,1.6
Tangela (Shadow),ground,0.625
Tangela (Shadow),rock,1.0
Tangela (Shadow),bug,1.6
Tangela (Shadow),ghost,1.0
Tangela (Shadow),steel,1.0
Tangela (Shadow),fire,1.6
Tangela (Shadow),water,0.625
Tangela (Shadow),grass,0.625
Tangela (Shadow),electric,0.625
Tangela (Shadow),psychic,1.0
Tangela (Shadow),ice,1.6
Tangela (Shadow),dragon,1.0
Tangela (Shadow),dark,1.0
Tangela (Shadow),fairy,1.0
Kangaskhan,normal,1.0
Kangaskhan,fighting,1.6
Kangaskhan,flying,1.0
Kangaskhan,poison,1.0
Kangaskhan,ground,1.0
Kangaskhan,rock,1.0
Kangaskhan,bug,1.0
Kangaskhan,ghost,0.391
Kangaskhan,steel,1.0
Kangaskhan,fire,1.0
Kangaskhan,water,1.0
Kangaskhan,grass,1.0
Kangaskhan,electric,1.0
Kangaskhan,psychic,1.0
Kangaskhan,ice,1.0
Kangaskhan,dragon,1.0
Kangaskhan,dark,1.0
Kangaskhan,fairy,1.0
Kangaskhan (Mega),normal,1.0
Kangaskhan (Mega),fighting,1.6
Kangaskhan (Mega),flying,1.0
Kangaskhan (Mega),poison,1.0
Kangaskhan (Mega),ground,1.0
Kangaskhan (Mega),rock,1.0
Kangaskhan (Mega),bug,1.0
Kangaskhan (Mega),ghost,0.391
Kangaskhan (Mega),steel,1.0
Kangaskhan (Mega),fire,1.0
Kangaskhan (Mega),water,1.0
Kangaskhan (Mega),grass,1.0
Kangaskhan (Mega),electric,1.0
Kangaskhan (Mega),psychic,1.0
Kangaskhan (Mega),ice,1.0
Kangaskhan (Mega),dragon,1.0
Kangaskhan (Mega),dark,1.0
Kangaskhan (Mega),fairy,1.0
Horsea,normal,1.0
Horsea,fighting,1.0
Horsea,flying,1.0
Horsea,poison,1.0
Horsea,ground,1.0
Horsea,rock,1.0
Horsea,bug,1.0
Horsea,ghost,1.0
Horsea,steel,0.625
Horsea,fire,0.625
Horsea,water,0.625
Horsea,grass,1.6
Horsea,electric,1.6
Horsea,psychic,1.0
Horsea,ice,0.625
Horsea,dragon,1.0
Horsea,dark,1.0
Horsea,fairy,1.0
Horsea (Shadow),normal,1.0
Horsea (Shadow),fighting,1.0
Horsea (Shadow),flying,1.0
Horsea (Shadow),poison,1.0
Horsea (Shadow),ground,1.0
Horsea (Shadow),rock,1.0
Horsea (Shadow),bug,1.0
Horsea (Shadow),ghost,1.0
Horsea (Shadow),steel,0.625
Horsea (Shadow),fire,0.625
Horsea (Shadow),water,0.625
Horsea (Shadow),grass,1.6
Horsea (Shadow),electric,1.6
Horsea (Shadow),psychic,1.0
Horsea (Shadow),ice,0.625
Horsea (Shadow),dragon,1.0
Horsea (Shadow),dark,1.0
Horsea (Shadow),fairy,1.0
Seadra,normal,1.0
Seadra,fighting,1.0
Seadra,flying,1.0
Seadra,poison,1.0
Seadra,ground,1.0
Seadra,rock,1.0
Seadra,bug,1.0
Seadra,ghost,1.0
Seadra,steel,0.625
Seadra,fire,0.625
Seadra,water,0.625
Seadra,grass,1.6
Seadra,electric,1.6
Seadra,psychic,1.0
Seadra,ice,0.625
Seadra,dragon,1.0
Seadra,dark,1.0
Seadra,fairy,1.0
Seadra (Shadow),normal,1.0
Seadra (Shadow),fighting,1.0
Seadra (Shadow),flying,1.0
Seadra (Shadow),poison,1.0
Seadra (Shadow),ground,1.0
Seadra (Shadow),rock,1.0
Seadra (Shadow),bug,1.0
Seadra (Shadow),ghost,1.0
Seadra (Shadow),steel,0.625
Seadra (Shadow),fire,0.625
Seadra (Shadow),water,0.625
Seadra (Shadow),grass,1.6
Seadra (Shadow),electric,1.6
Seadra (Shadow),psychic,1.0
Seadra (Shadow),ice,0.625
Seadra (Shadow),dragon,1.0
Seadra (Shadow),dark,1.0
Seadra (Shadow),fairy,1.0
Goldeen,normal,1.0
Goldeen,fighting,1.0
Goldeen,flying,1.0
Goldeen,poison,1.0
Goldeen,ground,1.0
Goldeen,rock,1.0
Goldeen,bug,1.0
Goldeen,ghost,1.0
Goldeen,steel,0.625
Goldeen,fire,0.625
Goldeen,water,0.625
Goldeen,grass,1.6
Goldeen,electric,1.6
Goldeen,psychic,1.0
Goldeen,ice,0.625
Goldeen,dragon,1.0
Goldeen,dark,1.0
Goldeen,fairy,1.0
Seaking,normal,1.0
Seaking,fighting,1.0
Seaking,flying,1.0
Seaking,poison,1.0
Seaking,ground,1.0
Seaking,rock,1.0
Seaking,bug,1.0
Seaking,ghost,1.0
Seaking,steel,0.625
Seaking,fire,0.625
Seaking,water,0.625
Seaking,grass,1.6
Seaking,electric,1.6
Seaking,psychic,1.0
Seaking,ice,0.625
Seaking,dragon,1.0
Seaking,dark,1.0
Seaking,fairy,1.0
Staryu,normal,1.0
Staryu,fighting,1.0
Staryu,flying,1.0
Staryu,poison,1.0
Staryu,ground,1.0
Staryu,rock,1.0
Staryu,bug,1.0
Staryu,ghost,1.0
Staryu,steel,0.625
Staryu,fire,0.625
Staryu,water,0.625
Staryu,grass,1.6
Staryu,electric,1.6
Staryu,psychic,1.0
Staryu,ice,0.625
Staryu,dragon,1.0
Staryu,dark,1.0
Staryu,fairy,1.0
Starmie,normal,1.0
Starmie,fighting,0.625
Starmie,flying,1.0
Starmie,poison,1.0
Starmie,ground,1.0
Starmie,rock,1.0
Starmie,bug,1.6
Starmie,ghost,1.6
Starmie,steel,0.625
Starmie,fire,0.625
Starmie,water,0.625
Starmie,grass,1.6
Starmie,electric,1.6
Starmie,psychic,0.625
Starmie,ice,0.625
Starmie,dragon,1.0
Starmie,dark,1.6
Starmie,fairy,1.0
Mr. Mime,normal,1.0
Mr. Mime,fighting,0.391
Mr. Mime,flying,1.0
Mr. Mime,poison,1.6
Mr. Mime,ground,1.0
Mr. Mime,rock,1.0
Mr. Mime,bug,1.0
Mr. Mime,ghost,1.6
Mr. Mime,steel,1.6
Mr. Mime,fire,1.0
Mr. Mime,water,1.0
Mr. Mime,grass,1.0
Mr. Mime,electric,1.0
Mr. Mime,psychic,0.625
Mr. Mime,ice,1.0
Mr. Mime,dragon,0.391
Mr. Mime,dark,1.0
Mr. Mime,fairy,1.0
Mr. Mime (Galarian),normal,1.0
Mr. Mime (Galarian),fighting,1.0
Mr. Mime (Galarian),flying,1.0
Mr. Mime (Galarian),poison,1.0
Mr. Mime (Galarian),ground,1.0
Mr. Mime (Galarian),rock,1.6
Mr. Mime (Galarian),bug,1.6
Mr. Mime (Galarian),ghost,1.6
Mr. Mime (Galarian),steel,1.6
Mr. Mime (Galarian),fire,1.6
Mr. Mime (Galarian),water,1.0
Mr. Mime (Galarian),grass,1.0
Mr. Mime (Galarian),electric,1.0
Mr. Mime (Galarian),psychic,0.625
Mr. Mime (Galarian),ice,0.625
Mr. Mime (Galarian),dragon,1.0
Mr. Mime (Galarian),dark,1.6
Mr. Mime (Galarian),fairy,1.0
Scyther,normal,1.0
Scyther,fighting,0.391
Scyther,flying,1.6
Scyther,poison,1.0
Scyther,ground,0.244
Scyther,rock,2.56
Scyther,bug,1.0
Scyther,ghost,1.0
Scyther,steel,1.0
Scyther,fire,1.6
Scyther,water,1.0
Scyther,grass,0.391
Scyther,electric,1.6
Scyther,psychic,1.0
Scyther,ice,1.6
Scyther,dragon,1.0
Scyther,dark,1.0
Scyther,fairy,1.0
Scyther (Shadow),normal,1.0
Scyther (Shadow),fighting,0.391
Scyther (Shadow),flying,1.6
Scyther (Shadow),poison,1.0
Scyther (Shadow),ground,0.244
Scyther (Shadow),rock,2.56
Scyther (Shadow),bug,1.0
Scyther (Shadow),ghost,1.0
Scyther (Shadow),steel,1.0
Scyther (Shadow),fire,1.6
Scyther (Shadow),water,1.0
Scyther (Shadow),grass,0.391
Scyther (Shadow),electric,1.6
Scyther (Shadow),psychic,1.0
Scyther (Shadow),ice,1.6
Scyther (Shadow),dragon,1.0
Scyther (Shadow),dark,1.0
Scyther (Shadow),fairy,1.0
Jynx,normal,1.0
Jynx,fighting,1.0
Jynx,flying,1.0
Jynx,poison,1.0
Jynx,ground,1.0
Jynx,rock,1.6
Jynx,bug,1.6
Jynx,ghost,1.6
Jynx,steel,1.6
Jynx,fire,1.6
Jynx,water,1.0
Jynx,grass,1.0
Jynx,electric,1.0
Jynx,psychic,0.625
Jynx,ice,0.625
Jynx,dragon,1.0
Jynx,dark,1.6
Jynx,fairy,1.0
Electabuzz,normal,1.0
Electabuzz,fighting,1.0
Electabuzz,flying,0.625
Electabuzz,poison,1.0
Electabuzz,ground,1.6
Electabuzz,rock,1.0
Electabuzz,bug,1.0
Electabuzz,ghost,1.0
Electabuzz,steel,0.625
Electabuzz,fire,1.0
Electabuzz,water,1.0
Electabuzz,grass,1.0
Electabuzz,electric,0.625
Electabuzz,psychic,1.0
Electabuzz,ice,1.0
Electabuzz,dragon,1.0
Electabuzz,dark,1.0
Electabuzz,fairy,1.0
Electabuzz (Shadow),normal,1.0
Electabuzz (Shadow),fighting,1.0
Electabuzz (Shadow),flying,0.625
Electabuzz (Shadow),poison,1.0
Electabuzz (Shadow),ground,1.6
Electabuzz (Shadow),rock,1.0
Electabuzz (Shadow),bug,1.0
Electabuzz (Shadow),ghost,1.0
Electabuzz (Shadow),steel,0.625
Electabuzz (Shadow),fire,1.0
Electabuzz (Shadow),water,1.0
Electabuzz (Shadow),grass,1.0
Electabuzz (Shadow),electric,0.625
Electabuzz (Shadow),psychic,1.0
Electabuzz (Shadow),ice,1.0
Electabuzz (Shadow),dragon,1.0
Electabuzz (Shadow),dark,1.0
Electabuzz (Shadow),fairy,1.0
Magmar,normal,1.0
Magmar,fighting,1.0
Magmar,flying,1.0
Magmar,poison,1.0
Magmar,ground,1.6
Magmar,rock,1.6
Magmar,bug,0.625
Magmar,ghost,1.0
Magmar,steel,0.625
Magmar,fire,0.625
Magmar,water,1.6
Magmar,grass,0.625
Magmar,electric,1.0
Magmar,psychic,1.0
Magmar,ice,0.625
Magmar,dragon,1.0
Magmar,dark,1.0
Magmar,fairy,0.625
Magmar (Shadow),normal,1.0
Magmar (Shadow),fighting,1.0
Magmar (Shadow),flying,1.0
Magmar (Shadow),poison,1.0
Magmar (Shadow),ground,1.6
Magmar (Shadow),rock,1.6
Magmar (Shadow),bug,0.625
Magmar (Shadow),ghost,1.0
Magmar (Shadow),steel,0.625
Magmar (Shadow),fire,0.625
Magmar (Shadow),water,1.6
Magmar (Shadow),grass,0.625
Magmar (Shadow),electric,1.0
Magmar (Shadow),psychic,1.0
Magmar (Shadow),ice,0.625
Magmar (Shadow),dragon,1.0
Magmar (Shadow),dark,1.0
Magmar (Shadow),fairy,0.625
Pinsir,normal,1.0
Pinsir,fighting,0.625
Pinsir,flying,1.6
Pinsir,poison,1.0
Pinsir,ground,0.625
Pinsir,rock,1.6
Pinsir,bug,1.0
Pinsir,ghost,1.0
Pinsir,steel,1.0
Pinsir,fire,1.6
Pinsir,water,1.0
Pinsir,grass,0.625
Pinsir,electric,1.0
Pinsir,psychic,1.0
Pinsir,ice,1.0
Pinsir,dragon,1.0
Pinsir,dark,1.0
Pinsir,fairy,1.0
Pinsir (Mega),normal,1.0
Pinsir (Mega),fighting,0.391
Pinsir (Mega),flying,1.6
Pinsir (Mega),poison,1.0
Pinsir (Mega),ground,0.244
Pinsir (Mega),rock,2.56
Pinsir (Mega),bug,1.0
Pinsir (Mega),ghost,1.0
Pinsir (Mega),steel,1.0
Pinsir (Mega),fire,1.6
Pinsir (Mega),water,1.0
Pinsir (Mega),grass,0.391
Pinsir (Mega),electric,1.6
Pinsir (Mega),psychic,1.0
Pinsir (Mega),ice,1.6
Pinsir (Mega),dragon,1.0
Pinsir (Mega),dark,1.0
Pinsir (Mega),fairy,1.0
Pinsir (Shadow),normal,1.0
Pinsir (Shadow),fighting,0.625
Pinsir (Shadow),flying,1.6
Pinsir (Shadow),poison,1.0
Pinsir (Shadow),ground,0.625
Pinsir (Shadow),rock,1.6
Pinsir (Shadow),bug,1.0
Pinsir (Shadow),ghost,1.0
Pinsir (Shadow),steel,1.0
Pinsir (Shadow),fire,1.6
Pinsir (Shadow),water,1.0
Pinsir (Shadow),grass,0.625
Pinsir (Shadow),electric,1.0
Pinsir (Shadow),psychic,1.0
Pinsir (Shadow),ice,1.0
Pinsir (Shadow),dragon,1.0
Pinsir (Shadow),dark,1.0
Pinsir (Shadow),fairy,1.0
Tauros,normal,1.0
Tauros,fighting,1.6
Tauros,flying,1.0
Tauros,poison,1.0
Tauros,ground,1.0
Tauros,rock,1.0
Tauros,bug,1.0
Tauros,ghost,0.391
Tauros,steel,1.0
Tauros,fire,1.0
Tauros,water,1.0
Tauros,grass,1.0
Tauros,electric,1.0
Tauros,psychic,1.0
Tauros,ice,1.0
Tauros,dragon,1.0
Tauros,dark,1.0
Tauros,fairy,1.0
Magikarp,normal,1.0
Magikarp,fighting,1.0
Magikarp,flying,1.0
Magikarp,poison,1.0
Magikarp,ground,1.0
Magikarp,rock,1.0
Magikarp,bug,1.0
Magikarp,ghost,1.0
Magikarp,steel,0.625
Magikarp,fire,0.625
Magikarp,water,0.625
Magikarp,grass,1.6
Magikarp,electric,1.6
Magikarp,psychic,1.0
Magikarp,ice,0.625
Magikarp,dragon,1.0
Magikarp,dark,1.0
Magikarp,fairy,1.0
Magikarp (Shadow),normal,1.0
Magikarp (Shadow),fighting,1.0
Magikarp (Shadow),flying,1.0
Magikarp (Shadow),poison,1.0
Magikarp (Shadow),ground,1.0
Magikarp (Shadow),rock,1.0
Magikarp (Shadow),bug,1.0
Magikarp (Shadow),ghost,1.0
Magikarp (Shadow),steel,0.625
Magikarp (Shadow),fire,0.625
Magikarp (Shadow),water,0.625
Magikarp (Shadow),grass,1.6
Magikarp (Shadow),electric,1.6
Magikarp (Shadow),psychic,1.0
Magikarp (Shadow),ice,0.625
Magikarp (Shadow),dragon,1.0
Magikarp (Shadow),dark,1.0
Magikarp (Shadow),fairy,1.0
Gyarados,normal,1.0
Gyarados,fighting,0.625
Gyarados,flying,1.0
Gyarados,poison,1.0
Gyarados,ground,0.391
Gyarados,rock,1.6
Gyarados,bug,1.0
Gyarados,ghost,1.0
Gyarados,steel,0.625
Gyarados,fire,0.625
Gyarados,water,0.625
Gyarados,grass,1.0
Gyarados,electric,2.56
Gyarados,psychic,1.0
Gyarados,ice,1.0
Gyarados,dragon,1.0
Gyarados,dark,1.0
Gyarados,fairy,1.0
Gyarados (Mega),normal,1.0
Gyarados (Mega),fighting,1.6
Gyarados (Mega),flying,1.0
Gyarados (Mega),poison,1.0
Gyarados (Mega),ground,1.0
Gyarados (Mega),rock,1.0
Gyarados (Mega),bug,1.6
Gyarados (Mega),ghost,0.625
Gyarados (Mega),steel,0.625
Gyarados (Mega),fire,0.625
Gyarados (Mega),water,0.625
Gyarados (Mega),grass,1.6
Gyarados (Mega),electric,1.6
Gyarados (Mega),psychic,0.391
Gyarados (Mega),ice,0.625
Gyarados (Mega),dragon,1.0
Gyarados (Mega),dark,0.625
Gyarados (Mega),fairy,1.6
Gyarados (Shadow),normal,1.0
Gyarados (Shadow),fighting,0.625
Gyarados (Shadow),flying,1.0
Gyarados (Shadow),poison,1.0
Gyarados (Shadow),ground,0.391
Gyarados (Shadow),rock,1.6
Gyarados (Shadow),bug,1.0
Gyarados (Shadow),ghost,1.0
Gyarados (Shadow),steel,0.625
Gyarados (Shadow),fire,0.625
Gyarados (Shadow),water,0.625
Gyarados (Shadow),grass,1.0
Gyarados (Shadow),electric,2.56
Gyarados (Shadow),psychic,1.0
Gyarados (Shadow),ice,1.0
Gyarados (Shadow),dragon,1.0
Gyarados (Shadow),dark,1.0
Gyarados (Shadow),fairy,1.0
Lapras,normal,1.0
Lapras,fighting,1.6
Lapras,flying,1.0
Lapras,poison,1.0
Lapras,ground,1.0
Lapras,rock,1.6
Lapras,bug,1.0
Lapras,ghost,1.0
Lapras,steel,1.0
Lapras,fire,1.0
Lapras,water,0.625
Lapras,grass,1.6
Lapras,electric,1.6
Lapras,psychic,1.0
Lapras,ice,0.391
Lapras,dragon,1.0
Lapras,dark,1.0
Lapras,fairy,1.0
Lapras (Shadow),normal,1.0
Lapras (Shadow),fighting,1.6
Lapras (Shadow),flying,1.0
